CODGEO,P21_POP,P15_POP,SUPERF,NAIS1520,DECE1520,P21_MEN,NAISD22,DECESD22,P21_LOG,P21_RP,P21_RSECOCC,P21_LOGVAC,P21_RP_PROP,NBMENFISC21,PIMP21,MED21,TP6021,P21_EMPLT,P21_EMPLT_SAL,P15_EMPLT,P21_POP1564,P21_CHOM1564,P21_ACT1564,ETTOT21,ETAZ21,ETBE21,ETFZ21,ETGU21,ETGZ21,ETOQ21,ETTEF121,ETTEFP1021,REG,%_evol_creations_etabl,indicateur_dvm,prix_m2_logmts,%_evol_nb_ventes_logmts,%_evol_prix_m2_logmts,prix_m2_locaux,%_evol_nb_ventes_locaux,%_evol_prix_m2_locaux,pop_0_29ans,ind_jeunesse,tx_scolarisation,tx_pop_sans_diplome,tx_pop_bac+2_ou_+,densite_demographique,tx_evol_demographique,tx_vacance_log,tx_activite,tx_chomage,part_emplois_salaries,part_emplois_dans_la_commune,densite_etablissements,tx_etablissements,part_Ets_agriculture,part_Ets_industrie,part_Ets_construction,part_Ets_commerce_services,part_Ets_adm_publique,part_Ets_1_a_9_salariés,part_Ets_10_salaries_ou_+,population_category
14001,1187.0,1216.0,12.0,69.0,40.0,500.584053771302,3.0,13.0,635.119346980251,500.584053771302,112.281334933784,22.2539582751644,430.566174428119,493.0,0.0,24480.0,0.0,171.049300198075,117.271967539492,178.417810276771,746.574535271076,46.9946093764391,584.586853114878,25.0,1.0,1.0,8.0,12.0,1.0,3.0,23.0,2.0,28,0.85,0.7960506016661523,2436.0,0.44,0.33,3373.4,4.0,0.51,382.0,0.32,0.98,0.25,0.24,98.92,-0.02,0.04,0.78,0.06,0.69,0.23,2.08,0.05,0.04,0.04,0.32,0.48,0.12,0.92,0.08,1k-2k
14003,313.0,281.0,4.21,24.0,10.0,118.861520153168,1.0,1.0,133.861520153168,118.861520153168,14.0,1.0,110.907039043033,120.0,0.0,25210.0,0.0,11.0759212859444,10.0695226367359,18.0828184062986,175.842264628687,6.08024570527452,139.536808515428,4.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,28,0.75,1.0178571428571428,2514.5384615384614,-0.19,0.63,,,,85.0,0.27,1.0,0.17,0.29,74.35,0.11,0.01,0.79,0.03,0.91,0.06,0.95,0.03,0.5,0.0,0.25,0.0,0.25,1.0,0.0,0-500
14005,1682.0,1767.0,41.16,93.0,47.0,666.546847431793,8.0,13.0,712.736930076421,666.546847431793,6.02479338842976,40.1652892561984,603.557616171332,665.0,0.0,23640.0,0.0,172.589417083557,119.763321902066,216.49075398438,1023.33055189137,48.6648180616107,791.024230600104,29.0,10.0,2.0,7.0,8.0,4.0,2.0,22.0,4.0,28,1.76,1.255681233933162,2480.8275862068967,0.32,0.56,,,,525.0,0.31,0.98,0.19,0.28,40.86,-0.05,0.06,0.77,0.05,0.69,0.17,0.7,0.04,0.3448,0.069,0.2414,0.2759,0.069,0.7586,0.1379,1k-2k
14006,1061.0,985.0,5.29,64.0,26.0,427.031185580786,11.0,10.0,453.185745220176,427.031185580786,8.71818654646329,17.4363730929266,374.469327231351,421.0,0.0,26040.0,0.0,72.0723448824691,54.0630833928734,82.3227641263297,640.763617711943,27.9939598706667,491.43976174285,17.0,3.0,0.0,2.0,10.0,3.0,2.0,16.0,1.0,28,0.4,1.4190761050182783,2115.253968253968,0.31,0.21,,,,363.0,0.34,0.99,0.12,0.37,200.57,0.08,0.04,0.77,0.04,0.75,0.11,3.21,0.04,0.1765,0.0,0.1176,0.5882,0.1176,0.9412,0.0588,1k-2k
14007,218.0,218.0,5.62,12.0,12.0,85.7535545023697,4.0,0.0,96.8528452825115,85.7535545023697,2.56137479541735,8.5379159847245,77.4881516587678,83.0,0.0,23960.0,0.0,18.2744351244355,8.00901913894922,26.0884299390689,125.014218009479,8.2654028436019,109.516587677725,5.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,28,2.5,0.5210643015521065,2924.769230769231,-0.28,0.95,,,,80.0,0.37,1.0,0.28,0.12,38.79,0.0,0.09,0.88,0.07,0.44,0.15,0.89,0.06,0.2,0.0,0.2,0.4,0.2,0.8,0.0,0-500
14009,1383.0,1414.0,6.06,72.0,49.0,569.60493010662,14.0,4.0,633.353543585548,569.60493010662,39.7122510196598,24.0363624592677,482.372795736564,563.0,0.0,26240.0,0.0,142.193562487634,111.902081069808,129.257606228993,863.803561025101,57.315084944417,670.557483589166,20.0,4.0,1.0,6.0,7.0,1.0,2.0,16.0,4.0,28,1.67,0.6222939023633769,2782.96875,-0.22,0.37,4482.0,0.0,5.69,473.0,0.34,0.98,0.16,0.34,228.22,-0.02,0.04,0.78,0.07,0.79,0.16,3.3,0.04,0.2,0.05,0.3,0.35,0.1,0.8,0.2,1k-2k
14011,1903.0,1935.0,46.0,130.0,51.0,738.627086523613,18.0,10.0,837.960419856947,738.627086523613,30.0069444444444,69.3263888888889,646.581360309018,734.0,0.0,22320.0,0.0,225.539114732383,133.607687048078,257.488902915181,1199.86434293858,51.9491831005334,964.078405453388,37.0,13.0,1.0,8.0,9.0,3.0,6.0,30.0,3.0,28,1.0,1.368719438735738,1736.3006535947713,-0.01,0.02,,,,663.0,0.35,0.99,0.2,0.28,41.37,-0.02,0.08,0.8,0.04,0.59,0.19,0.8,0.05,0.3514,0.027,0.2162,0.2432,0.1622,0.8108,0.0811,1k-2k
14012,197.0,139.0,3.91,17.0,8.0,77.5425531914894,4.0,1.0,89.678916827853,77.5425531914894,6.06818181818184,6.06818181818184,59.7287234042553,64.0,0.0,22570.0,0.0,28.4543220021782,20.1424495830347,25.6140805462653,128.88829787234,8.38297872340426,102.691489361702,7.0,0.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,28,1.0,0.7117794486215538,3915.655172413793,0.21,0.97,,,,50.0,0.25,0.96,0.21,0.24,50.38,0.42,0.07,0.8,0.07,0.71,0.22,1.79,0.09,0.0,0.2857,0.1429,0.4286,0.1429,0.7143,0.1429,0-500
14014,1306.0,1137.0,5.61,82.0,28.0,507.609281914834,13.0,8.0,522.333726359278,507.609281914834,5.52166666666667,9.20277777777778,455.1947857246,525.0,0.0,29170.0,0.0,91.6336642133806,60.7796501426189,96.4218871285209,817.294564510969,51.0697414084838,640.113919665184,28.0,4.0,0.0,5.0,13.0,1.0,6.0,23.0,1.0,28,2.77,2.295934446895682,2436.8793103448274,-0.22,0.12,,,,432.0,0.33,1.0,0.06,0.53,232.8,0.15,0.02,0.78,0.06,0.66,0.11,4.99,0.06,0.1429,0.0,0.1786,0.4643,0.2143,0.8214,0.0357,1k-2k
14015,776.0,712.0,4.19,36.0,20.0,308.226068134305,8.0,7.0,317.696656369599,308.226068134305,0.0,9.47058823529415,271.444997703713,308.0,0.0,32490.0,0.0,56.2970126742467,42.0654919177723,45.8642078442979,461.916032925383,19.8738205656464,363.726665818647,15.0,2.0,1.0,1.0,10.0,1.0,1.0,15.0,0.0,28,1.33,1.13359173126615,2420.5263157894738,-0.25,0.19,,,,210.0,0.27,1.0,0.08,0.52,185.2,0.09,0.03,0.79,0.04,0.75,0.12,3.58,0.05,0.1333,0.0667,0.0667,0.6667,0.0667,1.0,0.0,501-1k
14016,494.0,429.0,5.54,32.0,22.0,194.276550369149,3.0,5.0,242.876795367107,194.276550369149,37.462688852593,11.1375561453655,164.916876873241,186.0,0.0,21860.0,0.0,103.524093837183,68.721348433488,101.247190421004,318.839561585364,15.4138518982558,255.627286387209,18.0,1.0,2.0,6.0,8.0,3.0,1.0,16.0,1.0,28,1.75,1.773166800966962,2399.2727272727275,1.12,0.43,2048.0,0.2,2.48,131.0,0.27,0.95,0.23,0.19,89.17,0.15,0.05,0.8,0.05,0.66,0.32,3.25,0.09,0.0556,0.1111,0.3333,0.4444,0.0556,0.8889,0.0556,0-500
14019,214.0,232.0,7.07,7.0,5.0,83.0593607305936,0.0,1.0,99.0593607305936,83.0593607305936,12.0,4.0,74.2648401826484,86.0,0.0,24090.0,0.0,18.6948966212435,9.90037607329833,24.8189107774534,136.803652968037,9.77168949771689,102.602739726027,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,28,,0.8080808080808081,4865.0,-0.74,0.79,,,,80.0,0.37,1.0,0.19,0.23,30.27,-0.08,0.04,0.75,0.07,0.53,0.14,0.57,0.05,0.5,0.0,0.5,0.0,0.0,0.75,0.0,0-500
14020,3848.0,3691.0,9.76,230.0,237.0,1627.14865461191,34.0,50.0,1706.05710330912,1627.14865461191,12.2974205761883,66.6110281210198,936.797805209435,1604.0,51.0,22060.0,0.11,1116.70486329524,934.413077821707,1032.92468605339,2284.84990534528,221.951195049151,1721.36114173139,118.0,2.0,13.0,17.0,65.0,22.0,21.0,88.0,21.0,28,2.46,0.8583765810698479,2611.5819672131147,-0.13,0.3,3098.0,1.1,1.58,1293.0,0.34,0.97,0.26,0.19,394.26,0.04,0.04,0.75,0.1,0.84,0.49,12.09,0.07,0.0169,0.1102,0.1441,0.5508,0.178,0.7458,0.178,2k-5k
14021,449.0,517.0,1.37,14.0,36.0,252.516457920897,0.0,6.0,477.136906100168,252.516457920897,194.727993098379,29.8924550808916,175.09021048692,256.0,0.0,23490.0,0.0,166.840734246176,105.265749353829,220.369578958163,238.150589023376,22.1543248849724,169.025983214398,43.0,0.0,1.0,2.0,39.0,14.0,1.0,21.0,4.0,28,0.22,0.8391350584898973,2782.170731707317,-0.38,-0.09,1838.0,-0.71,-0.74,97.0,0.22,1.0,0.19,0.24,327.74,-0.13,0.06,0.71,0.09,0.63,0.7,31.39,0.17,0.0,0.0233,0.0465,0.907,0.0233,0.4884,0.093,0-500
14022,622.0,597.0,2.52,28.0,48.0,318.100572422849,4.0,9.0,1005.30685486825,318.100572422849,673.12006289308,14.0862195523216,233.709063206489,321.0,0.0,23070.0,0.0,115.961158844288,91.6882892281418,151.101297019581,304.80488247328,23.2973742417504,211.650668033378,24.0,4.0,2.0,0.0,16.0,3.0,2.0,14.0,2.0,28,0.29,1.392168437622983,2828.1111111111113,0.18,0.09,,,,104.0,0.17,0.96,0.22,0.22,246.83,0.04,0.01,0.69,0.08,0.79,0.38,9.52,0.08,0.1667,0.0833,0.0,0.6667,0.0833,0.5833,0.0833,501-1k
14023,70.0,64.0,4.61,1.0,3.0,28.4057971014493,1.0,0.0,43.4057971014493,28.4057971014493,13.0,2.0,22.3188405797101,0.0,0.0,0.0,0.0,16.113945943646,4.95378520368951,11.0238075167505,43.6231884057971,2.02898550724638,31.4492753623188,5.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,28,3.0,1.2026143790849673,1981.0,-0.85,0.31,,,,30.0,0.43,1.0,0.19,0.32,15.18,0.09,0.05,0.72,0.05,0.31,0.37,1.08,0.18,0.6,0.0,0.0,0.2,0.2,1.0,0.0,0-500
14024,597.0,503.0,2.62,30.0,21.0,232.649610167116,3.0,6.0,482.092149590903,232.649610167116,233.218634420614,16.2239050031731,206.462251161076,236.0,0.0,26030.0,0.0,83.7889403563505,54.7152778769722,98.9425839497146,347.083339915583,23.9310394769304,261.85346093999,19.0,0.0,1.0,2.0,15.0,3.0,1.0,14.0,0.0,28,0.18,1.4153944020356235,2983.4356435643563,1.81,0.21,1832.0,5.0,16.79,201.0,0.34,0.94,0.12,0.27,227.86,0.19,0.03,0.75,0.07,0.65,0.24,7.25,0.08,0.0,0.0526,0.1053,0.7895,0.0526,0.7368,0.0,501-1k
14025,307.0,292.0,5.02,13.0,17.0,130.37102287256,2.0,4.0,144.901539304485,130.37102287256,2.90610328638498,11.6244131455399,116.850913314023,126.0,0.0,25570.0,0.0,18.2709747162292,9.17707436548017,31.0281735844753,184.029037377292,11.6274156091444,152.414044240031,7.0,4.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,28,0.0,1.7666666666666666,1912.2941176470588,-0.32,0.44,,,,126.0,0.41,0.98,0.19,0.37,61.16,0.05,0.08,0.83,0.06,0.5,0.1,1.39,0.05,0.5714,0.0,0.0,0.2857,0.1429,0.8571,0.0,0-500
14026,1148.0,1016.0,11.31,96.0,37.0,429.696683161118,16.0,8.0,481.96335714997,429.696683161118,19.8613361157637,32.4053378730882,382.640444671291,463.0,0.0,24790.0,0.0,114.447509380301,100.086884431075,97.5095555777968,691.349634190021,34.0741657981252,547.296876125116,17.0,1.0,1.0,6.0,6.0,0.0,3.0,14.0,3.0,28,0.78,0.972020725388601,1895.8666666666666,-0.26,0.06,,,,402.0,0.35,0.99,0.14,0.34,101.5,0.13,0.07,0.79,0.05,0.87,0.17,1.5,0.04,0.0588,0.0588,0.3529,0.3529,0.1765,0.8235,0.1765,1k-2k
14027,4554.0,4740.0,69.43,325.0,362.0,1999.50045941606,48.0,67.0,2288.34641909311,1999.50045941606,72.9716108657818,215.874348811271,1130.3489895089,2017.0,43.0,21060.0,0.14,1414.13628965197,1228.69554249765,1470.27267672149,2754.48356972254,245.902166768194,2155.3525219362,106.0,9.0,11.0,12.0,61.0,18.0,13.0,82.0,14.0,28,2.74,1.29214404432133,1638.0176211453745,-0.18,-0.06,1430.0555555555557,-0.14,-0.42,1601.0,0.35,0.98,0.28,0.21,65.59,-0.04,0.09,0.78,0.09,0.87,0.51,1.53,0.05,0.0849,0.1038,0.1132,0.5755,0.1226,0.7736,0.1321,2k-5k
14030,1676.0,1570.0,3.21,98.0,34.0,681.845006942934,14.0,11.0,724.382597650388,681.845006942934,1.09070745403729,41.4468832534168,525.451836006189,687.0,0.0,28000.0,0.0,173.309827466493,132.235314995786,194.924234834075,1093.88638372805,46.7834034439459,812.982610422561,24.0,2.0,1.0,5.0,13.0,2.0,3.0,16.0,5.0,28,0.53,0.8892496392496394,2999.4848484848485,0.06,0.3,1480.5,1.0,-0.7,545.0,0.33,0.98,0.11,0.46,522.12,0.07,0.06,0.74,0.04,0.76,0.16,7.48,0.04,0.0833,0.0417,0.2083,0.5417,0.125,0.6667,0.2083,1k-2k
14032,276.0,292.0,10.2,13.0,12.0,118.477125812184,5.0,1.0,209.664489428528,118.477125812184,81.0554343256395,10.1319292907049,107.324170032918,124.0,0.0,25530.0,0.0,34.8953231746417,14.7881306892865,50.6869634590879,177.451315388746,9.95221823631373,134.225368179791,7.0,3.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,28,1.0,1.7202380952380951,3406.5862068965516,-0.06,0.38,1800.0,-0.67,-0.39,90.0,0.33,0.98,0.21,0.27,27.06,-0.05,0.05,0.76,0.06,0.42,0.2,0.69,0.06,0.4286,0.0,0.0,0.4286,0.1429,0.7143,0.0,0-500
14033,211.0,242.0,11.62,13.0,10.0,92.0727272727273,5.0,1.0,167.920184899846,92.0727272727273,66.7457627118645,9.10169491525425,77.6863636363636,101.0,0.0,24590.0,0.0,21.2608892751316,13.5286729109089,22.4293543866074,125.640909090909,10.55,91.1136363636364,5.0,1.0,0.0,1.0,2.0,1.0,1.0,5.0,0.0,28,0.5,2.8470588235294114,6145.56,2.12,2.71,,,,80.0,0.38,1.0,0.16,0.23,18.16,-0.13,0.05,0.73,0.08,0.64,0.17,0.43,0.05,0.2,0.0,0.2,0.4,0.2,1.0,0.0,0-500
14034,567.0,549.0,5.62,27.0,21.0,196.094272562,3.0,4.0,207.506423629324,196.094272562,3.42364532019704,7.98850574712642,185.281186795038,200.0,0.0,25990.0,0.0,45.4774866733437,27.1375059883727,62.2370987292202,373.901215444915,13.3471715677415,294.739728106911,7.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0,0.0,28,1.67,6.234375000000001,2186.375,-0.53,0.27,,,,214.0,0.38,0.97,0.09,0.41,100.89,0.03,0.04,0.79,0.04,0.6,0.12,1.25,0.04,0.1429,0.0,0.4286,0.1429,0.2857,1.0,0.0,501-1k
14035,1331.0,1417.0,11.77,92.0,127.0,569.421908034956,10.0,14.0,681.904131364414,569.421908034956,42.1808337485467,70.3013895809111,391.145360828316,569.0,0.0,21650.0,0.0,243.423213722247,186.069604856634,303.981290845804,785.651299237447,54.8231739046947,646.109011707612,33.0,4.0,3.0,5.0,16.0,4.0,5.0,25.0,6.0,28,0.0,1.1233859397417505,2316.2708333333335,0.43,0.54,1118.5,0.33,0.12,508.0,0.38,0.98,0.2,0.25,113.08,-0.06,0.1,0.82,0.07,0.76,0.31,2.8,0.06,0.1212,0.0909,0.1515,0.4848,0.1515,0.7576,0.1818,1k-2k
14036,191.0,166.0,6.44,15.0,5.0,70.3684210526316,6.0,2.0,94.1684210526315,70.3684210526316,3.39999999999999,20.3999999999999,55.8479532163743,96.0,0.0,24530.0,0.0,28.3866148776231,15.3105191119728,34.9000175258436,123.982456140351,6.70175438596491,109.461988304094,8.0,4.0,0.0,2.0,0.0,0.0,2.0,5.0,1.0,28,3.5,1.573232323232323,2062.9411764705883,1.83,0.09,,,,90.0,0.47,1.0,0.09,0.29,29.66,0.15,0.22,0.88,0.05,0.54,0.23,1.24,0.11,0.5,0.0,0.25,0.0,0.25,0.625,0.125,0-500
14037,570.0,531.0,11.77,47.0,21.0,219.380653122217,8.0,2.0,232.738010479575,219.380653122217,1.11311311311311,12.2442442442442,196.790329417169,220.0,0.0,23890.0,0.0,42.6483863836001,24.79363008135,42.9169641625028,365.800387067963,23.0396818877874,289.146969528458,6.0,0.0,0.0,3.0,1.0,0.0,2.0,5.0,0.0,28,0.5,1.961033950617284,1579.3666666666666,-0.09,0.04,,,,209.0,0.37,0.96,0.15,0.35,48.43,0.07,0.05,0.79,0.06,0.58,0.12,0.51,0.03,0.0,0.0,0.5,0.1667,0.3333,0.8333,0.0,501-1k
14038,797.0,746.0,4.68,45.0,23.0,321.826250693205,2.0,4.0,368.684118295452,321.826250693205,30.9062530993542,15.9516145028925,284.918864740624,317.0,0.0,24820.0,0.0,52.3465629440582,35.6776170330308,45.5696069020455,483.796284334723,24.9967341107143,381.569651948487,15.0,6.0,1.0,3.0,4.0,1.0,1.0,12.0,1.0,28,1.2,2.0809523809523807,2204.4897959183672,0.07,0.27,,,,250.0,0.31,0.99,0.13,0.31,170.3,0.07,0.04,0.79,0.05,0.68,0.11,3.21,0.05,0.4,0.0667,0.2,0.2667,0.0667,0.8,0.0667,501-1k
14039,780.0,819.0,8.6,65.0,21.0,287.945814312776,12.0,7.0,313.662264529226,287.945814312776,2.85738335738336,22.8590668590668,251.827550940617,277.0,0.0,24310.0,0.0,55.9308781349563,40.0216486347456,90.7922771293893,494.425916497818,27.7309129283765,403.661533461466,9.0,3.0,2.0,1.0,1.0,0.0,2.0,5.0,1.0,28,,0.9114791547687036,4511.75,0.21,1.53,,,,299.0,0.38,0.98,0.14,0.36,90.7,-0.05,0.07,0.82,0.06,0.72,0.11,1.05,0.03,0.3333,0.2222,0.1111,0.1111,0.2222,0.5556,0.1111,501-1k
14040,222.0,173.0,3.47,17.0,6.0,97.4920634920635,2.0,2.0,121.30780014401,97.4920634920635,7.1447209955841,16.6710156563629,72.8253968253968,97.0,0.0,23980.0,0.0,20.4048199293256,8.99851585951443,26.4951575260885,156.222222222222,10.5714285714286,125.68253968254,10.0,2.0,0.0,1.0,6.0,1.0,1.0,7.0,0.0,28,5.0,1.2424242424242424,964.0,-0.64,-0.48,,,,79.0,0.36,1.0,0.14,0.3,63.98,0.28,0.14,0.8,0.07,0.44,0.13,2.88,0.1,0.2,0.0,0.1,0.6,0.1,0.7,0.0,0-500
14041,122.0,130.0,4.18,2.0,11.0,59.4876033057851,1.0,0.0,106.487603305785,59.4876033057851,41.8913043478261,5.10869565217391,43.3553719008264,49.0,0.0,28000.0,0.0,26.1129711995473,10.0285419244894,39.4398269710698,72.595041322314,1.00826446280992,53.4380165289256,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,28,3.0,0.6918449197860962,4048.1363636363635,0.38,0.43,,,,40.0,0.33,1.0,0.15,0.4,29.19,-0.06,0.05,0.74,0.01,0.38,0.36,0.72,0.05,0.3333,0.0,0.0,0.3333,0.3333,0.6667,0.3333,0-500
14042,1055.0,895.0,6.43,61.0,19.0,396.19623887796,4.0,6.0,412.839664350937,396.19623887796,2.77390424549616,13.8695212274808,350.820195043893,409.0,0.0,26490.0,0.0,158.79336972115,127.334475181211,129.09265564175,653.238879727952,23.8970499985353,524.685763862707,15.0,3.0,0.0,0.0,9.0,2.0,3.0,13.0,2.0,28,1.38,1.9110127826941987,2613.0392156862745,0.31,0.4,,,,381.0,0.36,0.95,0.1,0.47,164.07,0.18,0.03,0.8,0.04,0.8,0.24,2.33,0.04,0.2,0.0,0.0,0.6,0.2,0.8667,0.1333,1k-2k
14043,67.0,82.0,8.35,2.0,7.0,35.4142857142857,0.0,0.0,44.6188311688311,35.4142857142857,5.11363636363635,4.09090909090908,33.5,0.0,0.0,0.0,0.0,5.85059159817001,0.939141260511016,8.93208531737977,33.5,0.957142857142857,24.8857142857143,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,28,-0.5,2.2039473684210527,2150.5,-0.5,-0.22,,,,15.0,0.22,1.0,0.36,0.11,8.02,-0.18,0.09,0.74,0.03,0.16,0.17,0.24,0.06,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0-500
14044,1057.0,1152.0,3.92,65.0,28.0,393.927421673899,7.0,4.0,418.927421673899,393.927421673899,6.0,19.0,333.710413722183,397.0,0.0,27620.0,0.0,65.3435802933786,45.6721176228808,78.479986649675,677.508052284891,36.2700256034922,523.856256150841,20.0,2.0,3.0,5.0,8.0,0.0,2.0,17.0,0.0,28,1.43,1.9932659932659933,2190.271186440678,-0.13,-0.18,,,,395.0,0.37,1.0,0.14,0.36,269.64,-0.08,0.05,0.77,0.05,0.7,0.1,5.1,0.05,0.1,0.15,0.25,0.4,0.1,0.85,0.0,1k-2k
14045,251.0,261.0,10.59,16.0,11.0,106.684408061585,0.0,3.0,124.972408061585,106.684408061585,9.144,9.144,91.3859620154137,96.0,0.0,23240.0,0.0,36.14821163837,15.9732852876747,30.0968081576599,149.069185002243,7.08258880688825,113.89136330659,15.0,0.0,1.0,3.0,10.0,2.0,1.0,15.0,0.0,28,2.2,0.9046783625730994,2578.2,-0.6,0.22,,,,85.0,0.34,0.96,0.2,0.26,23.7,-0.04,0.07,0.76,0.05,0.44,0.24,1.42,0.14,0.0,0.0667,0.2,0.6667,0.0667,1.0,0.0,0-500
14046,1940.0,1768.0,18.45,101.0,66.0,762.640271310555,14.0,15.0,837.758986984403,762.640271310555,36.5442400575479,38.5744756163006,627.782975312203,728.0,0.0,24320.0,0.0,366.733004798008,290.838435200296,414.712386338537,1218.86156862914,48.9535143610514,946.506315418239,34.0,4.0,5.0,3.0,17.0,6.0,5.0,25.0,4.0,28,0.2,1.1575157515751575,2553.3939393939395,-0.12,0.19,1626.5,0.0,0.8,695.0,0.36,0.97,0.18,0.3,105.15,0.1,0.05,0.78,0.04,0.79,0.3,1.84,0.04,0.1176,0.1471,0.0882,0.5,0.1471,0.7353,0.1176,1k-2k
14047,12775.0,13656.0,7.1,642.0,1149.0,6777.59022462694,78.0,193.0,7857.24048062144,6777.59022462694,293.081460781256,786.568795213247,2624.45023328878,6803.0,45.0,21430.0,0.17,9085.18888496479,7898.49507347222,8367.4016321808,7241.37523536355,814.970768116167,5335.84014743745,648.0,4.0,45.0,21.0,489.0,172.0,89.0,466.0,123.0,28,1.13,1.09124217466018,3114.3990384615386,-0.24,0.27,2919.5882352941176,-0.22,-0.29,3713.0,0.29,0.98,0.28,0.25,1799.3,-0.06,0.1,0.74,0.11,0.87,1.25,91.27,0.1,0.0062,0.0694,0.0324,0.7546,0.1373,0.7191,0.1898,10k-20k
14049,142.0,140.0,4.07,8.0,5.0,69.0277777777778,2.0,1.0,88.752603004611,69.0277777777778,17.4042575530881,2.32056767374509,58.1805555555556,67.0,0.0,23920.0,0.0,27.4249589680127,15.5810764227541,38.850484952628,86.7777777777778,0.0,75.9305555555556,5.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,28,-0.75,1.1407407407407406,2314.777777777778,0.5,0.51,,,,30.0,0.21,1.0,0.14,0.43,34.89,0.01,0.03,0.88,0.0,0.57,0.32,1.23,0.07,0.4,0.0,0.2,0.2,0.2,1.0,0.0,0-500
14050,190.0,185.0,10.14,24.0,12.0,72.4309392265193,0.0,1.0,96.9415775243916,72.4309392265193,14.2978723404255,10.2127659574468,61.9337016574586,77.0,0.0,20330.0,0.0,13.4679933257216,6.11992702737901,21.4613571304266,117.569060773481,11.5469613259668,91.3259668508287,5.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,28,3.0,1.4074074074074074,1178.0714285714287,-0.46,-0.31,,,,80.0,0.42,0.96,0.25,0.23,18.74,0.03,0.11,0.78,0.1,0.45,0.11,0.49,0.07,0.4,0.2,0.0,0.2,0.2,1.0,0.0,0-500
14053,165.0,178.0,10.73,3.0,10.0,73.1137724550898,1.0,3.0,94.1137724550898,73.1137724550898,9.0,12.0,60.2694610778443,70.0,0.0,20830.0,0.0,23.4503832228598,16.5221607426866,30.1622860146711,101.766467065868,9.88023952095808,83.9820359281437,4.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,28,-0.25,1.0193050193050193,842.5714285714286,-0.12,-0.55,,,,30.0,0.18,1.0,0.21,0.14,15.38,-0.07,0.13,0.83,0.1,0.7,0.23,0.37,0.05,0.25,0.0,0.0,0.5,0.25,1.0,0.0,0-500
14054,205.0,207.0,4.99,9.0,9.0,81.207729468599,1.0,1.0,96.6090900128167,81.207729468599,8.29304029304029,7.10832025117739,60.4106280193237,83.0,0.0,20660.0,0.0,28.8839475417423,22.8608548602569,42.661069908497,122.80193236715,7.92270531400966,94.0821256038647,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,28,,1.8218623481781375,1222.0,-0.26,-0.25,,,,70.0,0.34,1.0,0.22,0.19,41.08,-0.01,0.07,0.77,0.06,0.79,0.24,0.6,0.04,0.0,0.0,0.0,0.3333,0.6667,0.6667,0.0,0-500
14055,398.0,413.0,7.98,17.0,25.0,182.600437670726,3.0,4.0,311.917725204994,182.600437670726,102.561986665109,26.755300869159,139.765411301277,180.0,0.0,23740.0,0.0,99.8327692030852,54.6104303996227,84.834147109538,235.108475917264,21.6642834189066,197.751866180883,26.0,4.0,3.0,2.0,15.0,6.0,2.0,24.0,0.0,28,3.43,1.0938800489596083,4137.036585365854,0.86,0.04,5022.285714285715,2.5,7.67,126.0,0.32,0.97,0.19,0.27,49.87,-0.04,0.09,0.84,0.09,0.55,0.42,3.26,0.14,0.1538,0.1154,0.0769,0.5769,0.0769,0.9231,0.0,0-500
14057,1458.0,1520.0,10.15,74.0,64.0,591.917316892941,13.0,7.0,618.917316892941,591.917316892941,5.0,22.0,433.589921021297,592.0,0.0,22520.0,0.0,192.531185019459,154.11823169702,181.955488574636,918.888136207008,69.4435697726189,686.734049839988,32.0,3.0,4.0,4.0,18.0,5.0,3.0,22.0,4.0,28,0.11,1.3575373472159349,2618.2549019607845,-0.12,0.57,537.6666666666666,-0.25,1.88,465.0,0.32,0.98,0.22,0.19,143.65,-0.04,0.04,0.75,0.08,0.8,0.21,3.15,0.05,0.0938,0.125,0.125,0.5625,0.0938,0.6875,0.125,1k-2k
14059,411.0,457.0,3.03,11.0,42.0,237.597521264943,5.0,10.0,1329.11813580998,237.597521264943,1069.56211098336,21.9585035616772,162.252478821885,302.0,0.0,26170.0,0.0,125.632049073915,99.1239600791182,119.419935726138,187.568646288223,11.1347491050521,141.402730481827,28.0,0.0,1.0,0.0,26.0,3.0,1.0,20.0,0.0,28,0.12,1.378143133462283,4845.814814814815,0.4,0.17,5456.5,1.0,0.04,81.0,0.2,1.0,0.13,0.4,135.64,-0.1,0.02,0.75,0.06,0.79,0.67,9.24,0.12,0.0,0.0357,0.0,0.9286,0.0357,0.7143,0.0,0-500
