CODGEO,P21_POP,P15_POP,SUPERF,NAIS1520,DECE1520,P21_MEN,NAISD22,DECESD22,P21_LOG,P21_RP,P21_RSECOCC,P21_LOGVAC,P21_RP_PROP,NBMENFISC21,PIMP21,MED21,TP6021,P21_EMPLT,P21_EMPLT_SAL,P15_EMPLT,P21_POP1564,P21_CHOM1564,P21_ACT1564,ETTOT21,ETAZ21,ETBE21,ETFZ21,ETGU21,ETGZ21,ETOQ21,ETTEF121,ETTEFP1021,REG,%_evol_creations_etabl,indicateur_dvm,prix_m2_logmts,%_evol_nb_ventes_logmts,%_evol_prix_m2_logmts,prix_m2_locaux,%_evol_nb_ventes_locaux,%_evol_prix_m2_locaux,pop_0_29ans,ind_jeunesse,tx_scolarisation,tx_pop_sans_diplome,tx_pop_bac+2_ou_+,densite_demographique,tx_evol_demographique,tx_vacance_log,tx_activite,tx_chomage,part_emplois_salaries,part_emplois_dans_la_commune,densite_etablissements,tx_etablissements,part_Ets_agriculture,part_Ets_industrie,part_Ets_construction,part_Ets_commerce_services,part_Ets_adm_publique,part_Ets_1_a_9_salariés,part_Ets_10_salaries_ou_+,population_category
50229,102.0,98.0,2.46,11.0,6.0,45.8532110091743,4.0,3.0,71.1865443425076,45.8532110091743,12.6666666666667,12.6666666666667,33.6880733944954,46.0,0.0,21040.0,0.0,32.4049812817755,24.740954856691,32.4686676962726,55.2110091743119,5.61467889908257,45.8532110091743,5.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,28,,1.3636363636363638,1443.5,2.33,0.76,,,,34.0,0.33,1.0,0.29,0.13,41.46,0.04,0.18,0.83,0.1,0.76,0.59,2.03,0.11,0.4,0.2,0.0,0.2,0.2,0.6,0.2,0-500
50230,910.0,877.0,7.3,66.0,37.0,381.045912639809,7.0,11.0,400.823091435855,381.045912639809,11.1246630727763,8.65251572327044,339.077267673096,389.0,0.0,26550.0,0.0,71.2045351926371,51.3686675175159,85.3911341102845,557.49739490675,19.7679168979444,450.239049643347,10.0,4.0,0.0,0.0,3.0,2.0,3.0,10.0,0.0,28,1.0,0.7089279787587123,1862.406779661017,0.09,0.17,,,,296.0,0.33,0.97,0.11,0.31,124.66,0.04,0.02,0.81,0.04,0.72,0.13,1.37,0.03,0.4,0.0,0.0,0.3,0.3,1.0,0.0,501-1k
50231,700.0,689.0,3.31,14.0,64.0,371.435295144793,1.0,9.0,1184.45202616152,371.435295144793,797.401813007446,15.6149180092842,271.105005418883,371.0,0.0,25530.0,0.0,125.28996373187,87.7411371225972,137.717316507756,331.166773479548,21.7173959814272,232.147056980638,34.0,4.0,2.0,5.0,21.0,4.0,2.0,23.0,1.0,28,1.67,1.048249660786974,2831.847619047619,0.4,0.31,5006.0,3.5,2.25,93.0,0.13,0.94,0.19,0.29,211.48,0.02,0.01,0.7,0.07,0.7,0.38,10.27,0.09,0.1176,0.0588,0.1471,0.6176,0.0588,0.6765,0.0294,501-1k
50232,465.0,469.0,11.98,35.0,24.0,183.364293691333,2.0,1.0,252.556692688018,183.364293691333,35.1284487213942,34.0639502752913,150.13321979444,174.0,0.0,21490.0,0.0,58.5685235515839,33.6160842954871,65.2224668736051,291.117099971258,17.1033830475842,248.771240114359,16.0,10.0,0.0,2.0,2.0,0.0,2.0,16.0,0.0,28,-0.33,1.2128146453089246,1317.3333333333333,0.43,0.31,,,,191.0,0.41,0.99,0.14,0.25,38.81,-0.01,0.13,0.85,0.06,0.57,0.2,1.34,0.09,0.625,0.0,0.125,0.125,0.125,1.0,0.0,0-500
50233,156.0,149.0,4.22,9.0,3.0,57.8867924528302,0.0,1.0,64.8867924528302,57.8867924528302,5.0,2.0,50.0377358490566,55.0,0.0,22250.0,0.0,12.8798557952814,8.95532749339457,15.2108516542579,88.3018867924528,2.94339622641509,76.5283018867924,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,28,,1.871794871794872,1726.6,0.43,0.16,,,,75.0,0.48,1.0,0.22,0.15,36.97,0.05,0.03,0.87,0.03,0.7,0.15,0.71,0.05,0.6667,0.0,0.0,0.0,0.3333,1.0,0.0,0-500
50234,71.0,84.0,2.82,7.0,2.0,30.4285714285714,2.0,0.0,43.7619047619048,30.4285714285714,4.76190476190476,8.57142857142857,24.7936507936508,0.0,0.0,0.0,0.0,12.7273914430458,6.07898667538636,18.9324998884712,40.5714285714286,1.12698412698413,31.5555555555556,4.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,28,,4.266666666666667,835.6666666666666,-0.14,0.03,,,,34.0,0.48,1.0,0.13,0.26,25.18,-0.15,0.2,0.78,0.03,0.48,0.31,1.42,0.13,0.5,0.0,0.0,0.25,0.25,1.0,0.0,0-500
50235,285.0,238.0,7.32,15.0,13.0,126.595349856915,3.0,0.0,171.707625306016,126.595349856915,34.3712574850299,10.7410179640719,104.046796409715,132.0,0.0,23920.0,0.0,14.8846767647648,6.31725621270354,28.0429390968939,174.607257120716,7.49649838098432,131.73423745362,5.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,28,0.75,2.1153846153846154,1942.2,0.5,-0.13,,,,85.0,0.3,1.0,0.18,0.19,38.93,0.2,0.06,0.75,0.04,0.42,0.09,0.68,0.04,0.2,0.0,0.2,0.6,0.0,0.6,0.0,0-500
50236,3971.0,4014.0,63.81,154.0,316.0,2013.67771762156,22.0,49.0,2882.02157395582,2013.67771762156,554.971801079753,313.372055254505,1337.59691278567,2019.0,43.0,21010.0,0.15,1677.69822159846,1369.75020830395,1658.70267497402,2173.14648990896,172.940143401709,1591.39454267007,180.0,20.0,13.0,26.0,100.0,51.0,21.0,137.0,34.0,28,1.24,1.4626138333455407,1642.6182266009853,0.86,-0.0,1215.804347826087,0.59,-0.23,1039.0,0.26,0.97,0.34,0.14,62.23,-0.01,0.11,0.73,0.08,0.82,0.77,2.82,0.09,0.1111,0.0722,0.1444,0.5556,0.1167,0.7611,0.1889,2k-5k
50237,1262.0,1360.0,6.29,54.0,176.0,628.938774714645,12.0,50.0,785.693932170347,628.938774714645,43.7692972116571,112.985860244045,314.684916411608,640.0,0.0,19720.0,0.0,587.510178768558,488.519959378345,634.817209112327,610.940788224503,55.0104152516599,449.569757783978,68.0,3.0,9.0,11.0,34.0,10.0,11.0,44.0,15.0,28,2.75,1.1515625,1736.3813559322034,1.81,0.49,1092.923076923077,0.18,-0.59,318.0,0.25,0.98,0.4,0.13,200.64,-0.07,0.14,0.74,0.09,0.83,0.96,10.81,0.11,0.0441,0.1324,0.1618,0.5,0.1618,0.6471,0.2206,1k-2k
50238,460.0,479.0,10.83,28.0,29.0,153.95326876415,2.0,6.0,191.152193495332,153.95326876415,19.1021505376344,18.0967741935484,119.764853934754,147.0,0.0,22100.0,0.0,52.020894877753,33.9084089655762,60.4622165005931,271.944945073155,13.1081532419221,200.603519585034,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,28,1.0,3.292207792207792,2524.5384615384614,0.44,0.45,,,,110.0,0.24,1.0,0.37,0.14,42.47,-0.04,0.09,0.74,0.05,0.65,0.19,0.37,0.03,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0-500
50239,1787.0,1785.0,28.39,122.0,50.0,769.784719110291,22.0,16.0,846.619677536886,769.784719110291,27.1733389557469,49.6616194708479,622.823281895223,752.0,0.0,23820.0,0.0,270.957719935228,173.554819419927,255.300363207828,1073.01180827934,37.088711089869,862.718430109543,48.0,9.0,6.0,8.0,18.0,4.0,7.0,41.0,3.0,28,-0.28,1.199566737610216,1371.4271844660195,0.66,0.17,1032.0,-0.5,0.34,564.0,0.32,0.98,0.16,0.27,62.94,0.0,0.06,0.8,0.03,0.64,0.25,1.69,0.06,0.1875,0.125,0.1667,0.375,0.1458,0.8542,0.0625,1k-2k
50240,562.0,516.0,5.88,42.0,13.0,196.946048479701,4.0,2.0,219.044262765415,196.946048479701,13.0580357142858,9.04017857142861,165.856593215248,195.0,0.0,26280.0,0.0,47.9228967502718,29.8973059232117,37.154126449742,380.651927960136,15.0971910525518,307.093535863261,7.0,2.0,0.0,1.0,2.0,0.0,2.0,6.0,1.0,28,-0.33,2.0166666666666666,2489.7083333333335,0.0,0.53,,,,260.0,0.46,0.98,0.13,0.31,95.58,0.09,0.04,0.81,0.04,0.62,0.13,1.19,0.04,0.2857,0.0,0.1429,0.2857,0.2857,0.8571,0.1429,501-1k
50241,184.0,182.0,4.3,15.0,5.0,75.1827956989247,6.0,1.0,84.5161290322581,75.1827956989247,4.66666666666667,4.66666666666667,66.2795698924731,72.0,0.0,24830.0,0.0,24.7268782727502,13.8246964166065,21.1734391264693,119.698924731183,0.989247311827957,100.903225806452,5.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,28,0.0,0.5283018867924528,1327.0666666666666,0.25,-0.05,,,,45.0,0.24,1.0,0.16,0.19,42.79,0.01,0.06,0.84,0.01,0.56,0.21,1.16,0.07,0.2,0.0,0.6,0.0,0.2,1.0,0.0,0-500
50243,468.0,540.0,5.88,17.0,25.0,228.072441942651,4.0,5.0,309.836592886048,228.072441942651,58.5471698113207,23.2169811320754,180.653273043566,215.0,0.0,22320.0,0.0,109.549397037989,72.1534736837128,91.8876532477576,271.099277222533,17.9601847173729,210.062905842512,14.0,3.0,1.0,2.0,6.0,2.0,2.0,11.0,2.0,28,-0.14,1.2116959064327484,1903.5,0.13,0.19,,,,115.0,0.25,0.97,0.27,0.26,79.59,-0.13,0.07,0.77,0.07,0.66,0.4,2.38,0.06,0.2143,0.0714,0.1429,0.4286,0.1429,0.7857,0.1429,0-500
50246,71.0,64.0,4.03,6.0,4.0,32.4571428571429,1.0,0.0,42.4571428571429,32.4571428571429,6.0,4.0,29.4142857142857,0.0,0.0,0.0,0.0,12.0379783471719,6.9379227992019,10.9605395095794,41.5857142857143,4.05714285714286,32.4571428571429,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28,1.0,0.0,3539.2,0.43,0.87,,,,10.0,0.14,1.0,0.17,0.26,17.62,0.11,0.09,0.78,0.1,0.58,0.29,0.74,0.09,1.0,0.0,0.0,0.0,0.0,0.6667,0.0,0-500
50247,191.0,185.0,3.05,3.0,8.0,81.4098360655738,1.0,1.0,105.600635697927,81.4098360655738,16.8283823529412,7.36241727941178,62.6229508196721,80.0,0.0,20510.0,0.0,4.1306348418068,4.1306348418068,15.0995852956788,105.415300546448,7.30601092896175,72.016393442623,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,28,,7.538461538461538,1670.7,0.25,0.25,,,,51.0,0.27,1.0,0.25,0.16,62.62,0.03,0.07,0.68,0.07,1.0,0.04,0.98,0.04,0.6667,0.0,0.0,0.0,0.3333,1.0,0.0,0-500
50251,360.0,370.0,5.76,21.0,14.0,134.853433345523,2.0,2.0,152.853433345523,134.853433345523,14.0,4.0,113.521813232423,130.0,0.0,21760.0,0.0,25.7620325821362,8.87216019677306,28.4499029158032,227.281978265155,10.7487926451123,187.160229480465,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28,0.0,1.7723076923076924,1687.904761904762,0.91,-0.08,,,,126.0,0.35,0.99,0.17,0.26,62.5,-0.03,0.03,0.82,0.05,0.34,0.11,0.35,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0-500
50252,920.0,873.0,18.68,50.0,30.0,378.670690230997,11.0,5.0,471.084468774283,378.670690230997,50.167479780641,42.2462987626451,313.273824016886,368.0,0.0,23350.0,0.0,104.371131525556,57.625038149925,102.317278429152,548.515076417974,29.8206097772967,428.223911245482,16.0,6.0,0.0,0.0,8.0,2.0,2.0,13.0,2.0,28,22.0,1.060430970022432,2253.639534883721,0.39,0.51,,,,305.0,0.33,0.99,0.19,0.27,49.25,0.05,0.09,0.78,0.05,0.55,0.19,0.86,0.04,0.375,0.0,0.0,0.5,0.125,0.8125,0.125,501-1k
50253,167.0,189.0,6.75,14.0,19.0,82.517837972686,2.0,2.0,129.191449083797,82.517837972686,34.7569444444445,11.9166666666667,60.8940456934655,78.0,0.0,20660.0,0.0,46.4269360444214,20.9184615925385,46.9756881773177,107.088116333848,5.89297216388375,84.4983897056274,7.0,2.0,0.0,1.0,3.0,0.0,1.0,5.0,1.0,28,2.0,1.212359550561798,1445.7368421052631,0.46,0.1,,,,30.0,0.18,1.0,0.25,0.23,24.74,-0.12,0.09,0.79,0.06,0.45,0.43,1.04,0.08,0.2857,0.0,0.1429,0.4286,0.1429,0.7143,0.1429,0-500
50256,3182.0,3299.0,73.31,205.0,184.0,1395.82765277311,30.0,37.0,1807.7883559789,1395.82765277311,202.455015511892,209.505687693898,1050.044959776,1383.0,42.0,21340.0,0.12,1146.9445537034,915.163080546937,1262.9141375874,1936.68523200965,118.325036223912,1532.13339118166,97.0,24.0,10.0,12.0,42.0,17.0,9.0,69.0,23.0,28,0.35,1.1106657902752617,1616.4093406593406,0.44,0.55,1234.7586206896551,0.16,0.44,1140.0,0.36,0.97,0.26,0.16,43.4,-0.04,0.12,0.79,0.06,0.8,0.59,1.32,0.07,0.2474,0.1031,0.1237,0.433,0.0928,0.7113,0.2371,2k-5k
50258,94.0,108.0,2.87,8.0,2.0,38.7058823529412,1.0,0.0,49.1185807656396,38.7058823529412,3.2039072039072,7.20879120879121,35.3882352941176,0.0,0.0,0.0,0.0,13.6702097360177,6.17365948915906,13.1573902724024,56.4,1.10588235294118,44.2352941176471,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,28,,2.3125,1535.0,0.0,0.01,,,,36.0,0.38,1.0,0.12,0.31,32.75,-0.13,0.15,0.78,0.02,0.45,0.24,1.05,0.08,0.3333,0.0,0.3333,0.0,0.3333,1.0,0.0,0-500
50259,636.0,688.0,11.23,62.0,32.0,269.080590004638,4.0,7.0,333.822883878428,269.080590004638,30.8296637494241,33.9126301243666,193.665837304104,278.0,0.0,22790.0,0.0,873.743564370641,817.183765070188,732.577682849032,396.943850445717,16.0021697516666,330.446734754189,22.0,6.0,6.0,4.0,4.0,2.0,2.0,17.0,4.0,28,0.86,1.127540500736377,3526.2083333333335,0.45,1.88,,,,265.0,0.42,0.97,0.24,0.23,56.63,-0.08,0.1,0.83,0.04,0.94,2.2,1.96,0.08,0.2727,0.2727,0.1818,0.1818,0.0909,0.7727,0.1818,501-1k
50260,1681.0,1708.0,57.25,91.0,104.0,796.79388126117,10.0,21.0,1138.93530385531,796.79388126117,166.555648535565,175.585774058578,560.785291758265,788.0,0.0,19920.0,0.0,569.607619057722,420.167425160728,555.431141451016,965.214774334874,55.9595638120832,684.374718859232,53.0,17.0,8.0,5.0,20.0,8.0,3.0,42.0,9.0,28,0.76,1.7749682129527091,1147.4436090225563,1.58,0.07,774.375,0.0,0.53,480.0,0.29,0.99,0.35,0.13,29.36,-0.02,0.15,0.71,0.06,0.74,0.59,0.93,0.07,0.3208,0.1509,0.0943,0.3774,0.0566,0.7925,0.1698,1k-2k
50261,167.0,174.0,7.12,7.0,14.0,68.0,0.0,3.0,87.0,68.0,10.0,9.0,55.0,63.0,0.0,21570.0,0.0,22.9704407652437,10.9634175646469,20.8753509129813,87.0,4.0,70.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,28,0.0,1.5244122965641955,1389.9,1.5,-0.02,,,,30.0,0.18,0.91,0.32,0.18,23.46,-0.04,0.1,0.8,0.05,0.48,0.26,0.7,0.07,0.2,0.2,0.0,0.2,0.4,1.0,0.0,0-500
50262,533.0,514.0,15.1,36.0,16.0,223.99095779947,4.0,2.0,284.99095779947,223.99095779947,45.0,16.0,161.017416508413,218.0,0.0,21350.0,0.0,52.1545784756444,24.0324374066498,69.6101174361733,315.682634306799,12.020634130585,245.219220652715,9.0,3.0,1.0,1.0,2.0,0.0,2.0,8.0,0.0,28,1.4,1.3708690330477356,1300.175,0.38,-0.03,,,,175.0,0.33,0.99,0.29,0.16,35.3,0.04,0.06,0.78,0.04,0.46,0.17,0.6,0.04,0.3333,0.1111,0.1111,0.2222,0.2222,0.8889,0.0,501-1k
50263,376.0,387.0,14.89,19.0,19.0,166.71335822877,3.0,2.0,233.380024895437,166.71335822877,30.3030303030303,36.3636363636364,121.141082376932,162.0,0.0,19700.0,0.0,40.5138434882535,11.812176154054,61.2478422156977,220.46829724221,15.7545812681866,188.045334559035,6.0,3.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,28,0.5,0.6633416458852868,1432.2380952380952,0.97,0.74,,,,106.0,0.28,1.0,0.27,0.14,25.25,-0.03,0.16,0.85,0.07,0.29,0.18,0.4,0.04,0.5,0.0,0.0,0.3333,0.1667,0.8333,0.0,0-500
50265,189.0,174.0,9.06,13.0,11.0,82.7513513513513,2.0,2.0,108.084684684685,82.7513513513513,18.5128205128205,6.82051282051282,63.3405405405405,78.0,0.0,19410.0,0.0,22.1867372569095,7.10929985069154,22.9332796875382,99.0972972972973,3.06486486486486,78.6648648648649,4.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,28,,1.4819277108433735,1374.4782608695652,1.09,0.55,,,,41.0,0.22,1.0,0.22,0.19,20.86,0.09,0.06,0.79,0.03,0.32,0.22,0.44,0.05,0.75,0.0,0.0,0.0,0.25,1.0,0.0,0-500
50266,446.0,438.0,12.07,29.0,19.0,201.798724469367,9.0,5.0,256.286306168713,201.798724469367,32.4829813976873,22.0046003016591,160.420086438733,200.0,0.0,20020.0,0.0,54.9224077155647,25.6596859438763,62.7609114491517,267.894080297375,17.3023071668344,212.028587915937,10.0,4.0,0.0,1.0,3.0,2.0,2.0,10.0,0.0,28,2.33,2.3562428407789238,1316.1764705882354,0.26,0.5,,,,117.0,0.26,0.99,0.21,0.17,36.95,0.02,0.09,0.79,0.06,0.47,0.21,0.83,0.05,0.4,0.0,0.1,0.3,0.2,1.0,0.0,0-500
50267,2248.0,2253.0,28.95,114.0,170.0,1055.04455737023,14.0,33.0,1288.7410554247,1055.04455737023,106.225680933852,127.470817120622,634.90458659198,1058.0,38.0,20040.0,0.14,1905.78191965864,1727.44707234296,1701.19486618001,1298.46256526976,105.379808599734,985.137645949719,107.0,9.0,11.0,12.0,67.0,20.0,8.0,73.0,27.0,28,0.47,1.167355652356331,1568.448087431694,0.48,0.08,1240.7142857142858,-0.26,0.52,665.0,0.3,0.98,0.31,0.12,77.65,-0.0,0.1,0.76,0.08,0.91,1.47,3.7,0.1,0.0841,0.1028,0.1121,0.6262,0.0748,0.6822,0.2523,2k-5k
50268,246.0,256.0,7.57,15.0,19.0,104.969785625195,4.0,2.0,205.636452291862,104.969785625195,79.5266666666667,21.14,85.4178463387416,113.0,0.0,20520.0,0.0,67.2287621162729,43.9363057781178,54.3115763128842,151.247530444396,11.1789200535858,117.521775212337,8.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,28,2.0,1.629850746268657,1408.4666666666667,-0.62,-0.22,,,,94.0,0.38,1.0,0.24,0.17,32.5,-0.04,0.1,0.78,0.07,0.65,0.44,1.06,0.08,0.75,0.0,0.0,0.125,0.125,0.75,0.0,0-500
50269,211.0,203.0,5.24,17.0,8.0,93.676135853193,1.0,3.0,130.077674314732,93.676135853193,27.9078461538462,8.49369230769234,80.9528661069415,99.0,0.0,23430.0,0.0,22.0702610557828,12.5349821818247,13.2184980158477,116.963574051448,6.60578039930083,87.3877842267399,4.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,28,3.0,1.0327868852459017,1645.2592592592594,0.0,0.26,,,,85.0,0.4,0.97,0.18,0.25,40.27,0.04,0.07,0.75,0.06,0.57,0.19,0.76,0.04,0.75,0.0,0.0,0.0,0.25,1.0,0.0,0-500
50270,396.0,423.0,5.22,35.0,25.0,164.481170242175,7.0,2.0,183.001992627882,164.481170242175,3.08680373095114,15.4340186547557,137.206555661954,162.0,0.0,23820.0,0.0,49.8840600146352,41.9722791514041,52.4334091761,265.431968770368,17.1621510704932,203.223174460083,9.0,0.0,2.0,3.0,3.0,2.0,1.0,7.0,2.0,28,-0.5,1.5821917808219177,1635.3863636363637,1.75,0.16,1536.0,0.0,6.58,144.0,0.36,0.99,0.22,0.22,75.86,-0.06,0.08,0.77,0.06,0.84,0.19,1.72,0.05,0.0,0.2222,0.3333,0.3333,0.1111,0.7778,0.2222,0-500
50271,87.0,80.0,3.65,1.0,3.0,39.453488372093,0.0,1.0,58.453488372093,39.453488372093,6.0,13.0,34.3953488372093,0.0,0.0,0.0,0.0,6.06976744186047,0.0,13.8652212978959,46.5348837209302,1.01162790697674,27.3139534883721,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28,0.0,0.7697368421052632,1311.0,0.25,2.36,,,,15.0,0.17,1.0,0.26,0.29,23.84,0.09,0.22,0.59,0.02,0.0,0.13,0.27,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0-500
50272,1663.0,1665.0,17.51,83.0,218.0,839.635546401391,12.0,37.0,1691.8698367833,839.635546401391,752.63233505853,99.6019553233762,632.308979948842,845.0,0.0,22620.0,0.0,345.367296978061,243.588495664867,372.334476758928,840.622089748785,66.8320012321165,596.294879658405,53.0,14.0,4.0,3.0,27.0,13.0,5.0,38.0,8.0,28,0.26,1.3466131509835984,2043.804347826087,-0.08,0.18,3019.8333333333335,0.2,2.55,215.0,0.13,0.95,0.3,0.18,94.97,-0.0,0.06,0.71,0.08,0.71,0.41,3.03,0.06,0.2642,0.0755,0.0566,0.5094,0.0943,0.717,0.1509,1k-2k
50273,1426.0,1389.0,43.08,79.0,182.0,620.859447747469,17.0,32.0,823.398384706678,620.859447747469,115.425415686431,87.1135212727777,504.17761944266,634.0,0.0,20420.0,0.0,216.392360027521,156.229628107095,211.145438862865,836.613571403762,48.4618154109509,652.846587239805,32.0,13.0,3.0,6.0,5.0,1.0,5.0,27.0,3.0,28,0.67,0.8313469178521081,1122.2093023255813,0.72,0.06,7616.333333333333,2.0,24.22,450.0,0.32,0.97,0.25,0.15,33.1,0.03,0.11,0.78,0.06,0.72,0.26,0.74,0.05,0.4062,0.0938,0.1875,0.1562,0.1562,0.8438,0.0938,1k-2k
50274,1025.0,1009.0,19.78,76.0,29.0,437.289092925985,9.0,7.0,554.752443103421,437.289092925985,49.618139299089,67.8452108783462,332.047320433682,416.0,0.0,21750.0,0.0,147.057465991507,77.3687156893125,158.640607331584,603.559989770267,27.3231148939878,482.205880133542,27.0,11.0,3.0,5.0,6.0,2.0,2.0,20.0,1.0,28,0.45,1.3776923854788148,1580.939024390244,0.19,0.09,742.0,2.0,6.42,395.0,0.39,0.97,0.27,0.17,51.82,0.02,0.12,0.8,0.05,0.53,0.24,1.37,0.06,0.4074,0.1111,0.1852,0.2222,0.0741,0.7407,0.037,1k-2k
50275,119.0,145.0,5.27,5.0,14.0,55.78125,0.0,0.0,86.78125,55.78125,16.0,15.0,49.2734375,54.0,0.0,21400.0,0.0,17.1908448034718,1.91396347770465,15.8716538117289,76.234375,4.6484375,59.5,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,28,-0.33,0.6391304347826087,835.7222222222222,1.25,0.04,,,,39.0,0.33,1.0,0.35,0.14,22.58,-0.18,0.17,0.78,0.06,0.11,0.23,0.57,0.05,0.6667,0.0,0.0,0.0,0.3333,1.0,0.0,0-500
50276,599.0,559.0,12.5,53.0,25.0,257.821381186132,6.0,2.0,323.006633085935,257.821381186132,34.6296650717704,30.5555868280327,185.672701746328,268.0,0.0,23740.0,0.0,95.7645768577027,62.2586605978521,107.354801315867,359.57706113872,13.4147653698881,289.916011810339,18.0,4.0,0.0,5.0,8.0,1.0,1.0,14.0,2.0,28,1.0,1.2787456445993033,1983.2463768115942,0.25,0.45,,,,204.0,0.34,1.0,0.15,0.27,47.92,0.07,0.09,0.81,0.04,0.65,0.27,1.44,0.07,0.2222,0.0,0.2778,0.4444,0.0556,0.7778,0.1111,501-1k
50277,586.0,619.0,4.07,23.0,33.0,283.646713411273,4.0,8.0,343.01987460334,283.646713411273,32.7576061749336,26.6155550171335,256.749896925017,301.0,0.0,27000.0,0.0,192.454359852401,163.41033945544,180.220502745746,332.301698712642,15.2223171211632,234.493280400257,22.0,3.0,6.0,2.0,9.0,5.0,2.0,16.0,4.0,28,1.38,2.6407563025210083,2105.239436619718,0.87,0.15,,,,155.0,0.26,1.0,0.23,0.24,143.98,-0.05,0.08,0.71,0.05,0.85,0.58,5.41,0.08,0.1364,0.2727,0.0909,0.4091,0.0909,0.7273,0.1818,501-1k
50278,269.0,274.0,3.23,18.0,7.0,100.618320610687,5.0,5.0,129.617008441375,100.618320610687,20.7133484504913,8.28533938019652,83.1641221374046,98.0,0.0,22810.0,0.0,22.3891293373505,9.02902114990598,24.6487713338982,170.435114503817,5.13358778625954,143.740458015267,7.0,2.0,0.0,1.0,3.0,2.0,1.0,7.0,0.0,28,2.0,1.827586206896552,1382.5714285714287,0.62,0.49,,,,90.0,0.33,0.96,0.21,0.26,83.28,-0.02,0.06,0.84,0.03,0.4,0.13,2.17,0.07,0.2857,0.0,0.1429,0.4286,0.1429,1.0,0.0,0-500
50279,584.0,614.0,14.57,41.0,26.0,246.115680723038,3.0,8.0,309.787808140558,246.115680723038,20.6261821211684,43.0459452963515,194.274582339619,229.0,0.0,22190.0,0.0,87.3011249102396,54.6680983974056,104.23917324419,368.967484496706,24.3321118283504,285.971267289043,11.0,3.0,1.0,1.0,4.0,2.0,2.0,8.0,1.0,28,1.67,1.624419376244194,1326.046511627907,0.16,0.25,,,,215.0,0.37,0.98,0.2,0.22,40.08,-0.05,0.14,0.78,0.07,0.63,0.24,0.75,0.04,0.2727,0.0909,0.0909,0.3636,0.1818,0.7273,0.0909,501-1k
50281,814.0,838.0,14.48,54.0,50.0,378.583828430496,8.0,5.0,470.367435678705,378.583828430496,73.426885798567,18.3567214496418,267.474034024364,370.0,0.0,21570.0,0.0,132.434191274154,84.7683615559719,108.552879417434,491.1597497925,31.8168024941302,385.19233353996,29.0,7.0,1.0,3.0,15.0,7.0,3.0,24.0,2.0,28,1.11,1.642958748221906,1739.8383838383838,0.34,0.06,1309.6666666666667,2.0,13.88,276.0,0.34,0.96,0.23,0.26,56.22,-0.03,0.04,0.78,0.06,0.64,0.27,2.0,0.08,0.2414,0.0345,0.1034,0.5172,0.1034,0.8276,0.069,501-1k
50282,295.0,257.0,8.5,18.0,7.0,110.73035027907,4.0,3.0,138.51160027907,110.73035027907,14.5520833333333,13.2291666666666,94.2393829009412,105.0,0.0,22130.0,0.0,33.414258109346,11.93250074684,36.3323670588022,171.411389154162,4.56555998150618,144.773240214977,5.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,28,,0.507103825136612,1314.142857142857,1.62,-0.11,,,,91.0,0.31,0.98,0.22,0.28,34.71,0.15,0.1,0.84,0.03,0.36,0.19,0.59,0.05,0.4,0.0,0.4,0.0,0.2,0.8,0.0,0-500
50283,75.0,79.0,1.94,9.0,2.0,27.3648648648649,2.0,0.0,35.6229293809939,27.3648648648649,6.19354838709678,2.06451612903226,26.3513513513514,0.0,0.0,0.0,0.0,11.0686792265503,1.97150878205529,11.802024291498,41.5540540540541,2.02702702702703,36.4864864864865,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,28,,3.5,5488.333333333333,0.0,4.66,,,,25.0,0.33,1.0,0.17,0.27,38.66,-0.05,0.06,0.88,0.05,0.18,0.27,2.06,0.15,0.75,0.0,0.0,0.0,0.25,0.75,0.0,0-500
