dateDebut,duree_observation_etab
1998-01,7.6938775510204085
1998-02,6.722222222222222
1998-03,7.284090909090909
1998-04,7.592592592592593
1998-05,7.30188679245283
1998-06,5.925
1998-07,4.647058823529412
1998-08,7.8
1998-09,7.178571428571429
1998-10,6.869565217391305
1998-11,7.157894736842105
1998-12,9.125382262996942
1999-01,6.6
1999-02,6.902439024390244
1999-03,6.6395348837209305
1999-04,6.115384615384615
1999-05,8.098039215686274
1999-06,5.954954954954955
1999-07,6.517857142857143
1999-08,8.17142857142857
1999-09,10.00943396226415
1999-10,8.285714285714286
1999-11,7.526315789473684
1999-12,9.399122807017545
2000-01,8.459770114942529
2000-02,6.428571428571429
2000-03,9.160919540229886
2000-04,7.472727272727273
2000-05,6.706896551724138
2000-06,8.089285714285714
2000-07,9.5625
2000-08,8.586206896551724
2000-09,8.938144329896907
2000-10,7.031746031746032
2000-11,5.591836734693878
2000-12,8.897435897435898
2001-01,9.072463768115941
2001-02,10.297297297297296
2001-03,5.257575757575758
2001-04,9.967213114754099
2001-05,8.65079365079365
2001-06,9.115384615384615
2001-07,8.604166666666666
2001-08,9.886363636363637
2001-09,8.303571428571429
2001-10,7.161290322580645
2001-11,10.458333333333334
2001-12,8.145669291338583
2002-01,8.17142857142857
2002-02,7.238095238095238
2002-03,8.014925373134329
2002-04,10.491228070175438
2002-05,6.617021276595745
2002-06,11.7012987012987
2002-07,10.653846153846153
2002-08,11.487804878048781
2002-09,7.860759493670886
2002-10,6.492063492063492
2002-11,7.852459016393443
2002-12,7.256302521008403
2003-01,8.373737373737374
2003-02,8.117647058823529
2003-03,8.08695652173913
2003-04,7.029411764705882
2003-05,10.023809523809524
2003-06,10.067961165048544
2003-07,7.080645161290323
2003-08,8.473684210526315
2003-09,8.285714285714286
2003-10,7.917808219178082
2003-11,9.37037037037037
2003-12,8.763157894736842
2004-01,15.173913043478262
2004-02,9.397058823529411
2004-03,9.775862068965518
2004-04,8.727272727272727
2004-05,8.454545454545455
2004-06,9.75
2004-07,7.1208791208791204
2004-08,7.685185185185185
2004-09,11.606299212598426
2004-10,8.454545454545455
2004-11,7.564516129032258
2004-12,10.941780821917808
2005-01,10.132231404958677
2005-02,8.774193548387096
2005-03,10.713235294117647
2005-04,9.43298969072165
2005-05,7.627906976744186
2005-06,9.365591397849462
2005-07,8.44186046511628
2005-08,8.156862745098039
2005-09,8.467289719626168
2005-10,7.133333333333334
2005-11,7.914634146341464
2005-12,10.704035874439462
2006-01,7.736263736263736
2006-02,7.7
2006-03,7.530612244897959
2006-04,6.397435897435898
2006-05,10.171052631578947
2006-06,7.28421052631579
2006-07,8.634408602150538
2006-08,6.553846153846154
2006-09,10.181034482758621
2006-10,7.306451612903226
2006-11,6.348484848484849
2006-12,11.11111111111111
2007-01,5.729166666666667
2007-02,7.1911764705882355
2007-03,8.91
2007-04,8.679245283018869
2007-05,7.859154929577465
2007-06,7.634146341463414
2007-07,6.378378378378378
2007-08,8.51063829787234
2007-09,9.73
2007-10,7.842105263157895
2007-11,7.389830508474576
2007-12,11.80503144654088
2008-01,12.401515151515152
2008-02,8.728571428571428
2008-03,8.684782608695652
2008-04,8.012345679012345
2008-05,6.842105263157895
2008-06,10.404761904761905
2008-07,6.7227722772277225
2008-08,5.333333333333333
2008-09,7.984251968503937
2008-10,5.047058823529412
2008-11,8.0
2008-12,10.281512605042018
2009-01,8.357142857142858
2009-02,6.6117647058823525
2009-03,7.149606299212598
2009-04,6.050632911392405
2009-05,5.62962962962963
2009-06,7.361344537815126
2009-07,6.512195121951219
2009-08,7.03125
2009-09,7.3628318584070795
2009-10,6.395061728395062
2009-11,6.046511627906977
2009-12,11.529411764705882
2010-01,7.9338235294117645
2010-02,6.825581395348837
2010-03,8.178571428571429
2010-04,6.386792452830188
2010-05,6.888888888888889
2010-06,8.128
2010-07,6.535087719298246
2010-08,5.333333333333333
2010-09,7.4375
2010-10,5.8474576271186445
2010-11,8.522388059701493
2010-12,10.50354609929078
2011-01,6.585714285714285
2011-02,6.228260869565218
2011-03,5.133333333333334
2011-04,7.45
2011-05,5.555555555555555
2011-06,6.923076923076923
2011-07,6.343434343434343
2011-08,5.617647058823529
2011-09,5.312101910828026
2011-10,5.97457627118644
2011-11,5.991935483870968
2011-12,8.879725085910653
2012-01,6.657303370786517
2012-02,6.966666666666667
2012-03,6.983739837398374
2012-04,7.242424242424242
2012-05,5.935064935064935
2012-06,6.205479452054795
2012-07,4.731481481481482
2012-08,5.108695652173913
2012-09,6.723880597014926
2012-10,6.037383177570093
2012-11,4.666666666666667
2012-12,6.9015748031496065
2013-01,7.418918918918919
2013-02,5.917525773195877
2013-03,7.2027972027972025
2013-04,5.420454545454546
2013-05,6.736263736263736
2013-06,8.097402597402597
2013-07,6.81203007518797
2013-08,7.142857142857143
2013-09,9.080745341614907
2013-10,5.609756097560975
2013-11,5.310679611650485
2013-12,7.5936254980079685
2014-01,6.419580419580419
2014-02,6.463636363636364
2014-03,6.650793650793651
2014-04,7.294117647058823
2014-05,5.493333333333333
2014-06,7.333333333333333
2014-07,6.646616541353383
2014-08,4.605263157894737
2014-09,6.070967741935484
2014-10,5.226086956521739
2014-11,5.6695652173913045
2014-12,8.398026315789474
2015-01,6.798657718120805
2015-02,5.475728155339806
2015-03,5.9523809523809526
2015-04,8.11111111111111
2015-05,5.738095238095238
2015-06,7.4969325153374236
2015-07,6.2368421052631575
2015-08,4.956521739130435
2015-09,6.596899224806202
2015-10,4.728070175438597
2015-11,7.905172413793103
2015-12,8.346820809248555
