dateDebut,duree_observation_etab
1998-01,12.744186046511627
1998-02,9.181818181818182
1998-03,7.773333333333333
1998-04,6.0
1998-05,14.4
1998-06,6.698412698412699
1998-07,8.137931034482758
1998-08,12.941176470588236
1998-09,9.620253164556962
1998-10,7.7555555555555555
1998-11,6.212121212121212
1998-12,11.45878136200717
1999-01,6.894736842105263
1999-02,8.107142857142858
1999-03,10.551724137931034
1999-04,6.451612903225806
1999-05,8.758620689655173
1999-06,8.307692307692308
1999-07,9.333333333333334
1999-08,10.96774193548387
1999-09,9.475
1999-10,9.534883720930232
1999-11,8.2
1999-12,10.89952153110048
2000-01,10.808510638297872
2000-02,8.487179487179487
2000-03,8.921875
2000-04,12.181818181818182
2000-05,12.447368421052632
2000-06,11.703703703703704
2000-07,7.833333333333333
2000-08,7.805555555555555
2000-09,12.4125
2000-10,6.533333333333333
2000-11,8.35593220338983
2000-12,9.625592417061611
2001-01,9.041666666666666
2001-02,7.913043478260869
2001-03,10.711538461538462
2001-04,10.98
2001-05,7.846153846153846
2001-06,9.098765432098766
2001-07,9.6875
2001-08,11.028571428571428
2001-09,9.229885057471265
2001-10,6.044444444444444
2001-11,9.131578947368421
2001-12,8.73953488372093
2002-01,8.27536231884058
2002-02,9.303030303030303
2002-03,12.296875
2002-04,7.676470588235294
2002-05,8.030303030303031
2002-06,10.676470588235293
2002-07,7.387096774193548
2002-08,10.119047619047619
2002-09,9.760416666666666
2002-10,6.769230769230769
2002-11,10.064516129032258
2002-12,9.488479262672811
2003-01,9.788732394366198
2003-02,9.2
2003-03,10.444444444444445
2003-04,7.98
2003-05,9.117647058823529
2003-06,9.679487179487179
2003-07,9.884615384615385
2003-08,8.9375
2003-09,10.97752808988764
2003-10,8.583333333333334
2003-11,11.790697674418604
2003-12,10.610441767068274
2004-01,9.75294117647059
2004-02,9.483333333333333
2004-03,11.790123456790123
2004-04,8.11111111111111
2004-05,17.303571428571427
2004-06,10.857142857142858
2004-07,10.264705882352942
2004-08,10.042553191489361
2004-09,9.25
2004-10,8.058823529411764
2004-11,9.090909090909092
2004-12,10.584905660377359
2005-01,13.905405405405405
2005-02,9.978260869565217
2005-03,9.314606741573034
2005-04,7.28169014084507
2005-05,8.206896551724139
2005-06,10.53061224489796
2005-07,4.833333333333333
2005-08,8.112903225806452
2005-09,10.436170212765957
2005-10,6.508771929824562
2005-11,10.192307692307692
2005-12,11.571428571428571
2006-01,9.835616438356164
2006-02,9.53448275862069
2006-03,11.951219512195122
2006-04,9.458333333333334
2006-05,10.310344827586206
2006-06,8.14102564102564
2006-07,8.555555555555555
2006-08,11.244444444444444
2006-09,9.4
2006-10,10.367647058823529
2006-11,8.30952380952381
2006-12,13.985611510791367
2007-01,7.772151898734177
2007-02,6.902439024390244
2007-03,11.53125
2007-04,9.092307692307692
2007-05,8.394736842105264
2007-06,9.246575342465754
2007-07,8.160714285714286
2007-08,10.03448275862069
2007-09,9.96774193548387
2007-10,8.10204081632653
2007-11,8.475
2007-12,11.182608695652174
2008-01,16.461290322580645
2008-02,10.958333333333334
2008-03,8.081967213114755
2008-04,10.323076923076924
2008-05,6.0
2008-06,12.028301886792454
2008-07,7.909090909090909
2008-08,10.596153846153847
2008-09,8.464285714285714
2008-10,9.983050847457626
2008-11,11.453125
2008-12,13.756410256410257
2009-01,9.633333333333333
2009-02,9.659090909090908
2009-03,11.191919191919192
2009-04,6.333333333333333
2009-05,7.293103448275862
2009-06,9.282051282051283
2009-07,5.859649122807017
2009-08,11.46938775510204
2009-09,10.172413793103448
2009-10,6.5
2009-11,6.770491803278689
2009-12,14.95890410958904
2010-01,7.8
2010-02,7.716666666666667
2010-03,8.662790697674419
2010-04,7.0285714285714285
2010-05,9.574074074074074
2010-06,10.821428571428571
2010-07,4.379310344827586
2010-08,7.975609756097561
2010-09,9.807692307692308
2010-10,5.9393939393939394
2010-11,6.197530864197531
2010-12,9.198067632850242
2011-01,6.534246575342466
2011-02,4.75
2011-03,7.670454545454546
2011-04,6.807228915662651
2011-05,6.640625
2011-06,6.74468085106383
2011-07,6.0
2011-08,9.571428571428571
2011-09,8.846153846153847
2011-10,8.303030303030303
2011-11,6.486486486486487
2011-12,12.262910798122066
2012-01,6.18018018018018
2012-02,6.636363636363637
2012-03,8.075949367088608
2012-04,9.479452054794521
2012-05,9.211267605633802
2012-06,8.311926605504587
2012-07,7.7125
2012-08,6.886792452830188
2012-09,7.659574468085107
2012-10,6.367816091954023
2012-11,3.8524590163934427
2012-12,11.912350597609562
2013-01,8.0
2013-02,7.828125
2013-03,8.44047619047619
2013-04,7.639344262295082
2013-05,6.015625
2013-06,11.50561797752809
2013-07,9.074074074074074
2013-08,7.770491803278689
2013-09,6.1568627450980395
2013-10,7.779411764705882
2013-11,7.138461538461539
2013-12,10.184331797235023
2014-01,8.554347826086957
2014-02,6.6
2014-03,6.355263157894737
2014-04,8.671052631578947
2014-05,10.446808510638299
2014-06,5.864077669902913
2014-07,5.546875
2014-08,5.661016949152542
2014-09,8.25242718446602
2014-10,6.222222222222222
2014-11,7.567901234567901
2014-12,9.45679012345679
2015-01,10.0561797752809
2015-02,6.2
2015-03,9.823529411764707
2015-04,10.231884057971014
2015-05,5.6461538461538465
2015-06,8.329545454545455
2015-07,8.654761904761905
2015-08,6.072727272727272
2015-09,7.372093023255814
2015-10,7.054794520547945
2015-11,4.545454545454546
2015-12,10.62114537444934
2016-01,13.238095238095237
2016-02,6.964705882352941
2016-03,8.0
2016-04,8.8625
2016-05,7.378048780487805
2016-06,10.932038834951456
