dateDebut,duree_observation_etab
2016-07,7.185714285714286
2016-08,6.6438356164383565
2016-09,8.315217391304348
2016-10,7.0843373493975905
2016-11,6.9480519480519485
2016-12,10.492248062015504
2017-01,10.091603053435115
2017-02,6.380281690140845
2017-03,6.094488188976378
2017-04,6.453125
2017-05,6.920634920634921
2017-06,9.232558139534884
2017-07,11.716417910447761
2017-08,14.511363636363637
2017-09,8.377777777777778
2017-10,9.04
2017-11,9.629032258064516
2017-12,12.698961937716263
2018-01,9.443181818181818
2018-02,7.0
2018-03,7.365384615384615
2018-04,8.257731958762887
2018-05,5.607142857142857
2018-06,7.674157303370786
2018-07,6.833333333333333
2018-08,8.36923076923077
2018-09,6.8
2018-10,6.685393258426966
2018-11,6.943181818181818
2018-12,11.972727272727273
2019-01,10.582677165354331
2019-02,9.338235294117647
