dateDebut,duree_observation_etab
1998-01,5.301507537688442
1998-02,6.28125
1998-03,6.212121212121212
1998-04,5.9411764705882355
1998-05,5.357142857142857
1998-06,7.29665071770335
1998-07,5.54074074074074
1998-08,4.98989898989899
1998-09,5.071748878923767
1998-10,4.900709219858156
1998-11,5.28476821192053
1998-12,5.615160349854228
1999-01,5.384615384615385
1999-02,6.252427184466019
1999-03,6.302752293577981
1999-04,5.148760330578512
1999-05,5.836065573770492
1999-06,7.3915094339622645
1999-07,5.415300546448087
1999-08,6.5625
1999-09,5.402010050251256
1999-10,5.896551724137931
1999-11,5.535087719298246
1999-12,5.618032786885246
2000-01,6.320610687022901
2000-02,5.522388059701493
2000-03,6.622222222222222
2000-04,5.44
2000-05,5.8618421052631575
2000-06,6.171673819742489
2000-07,6.331325301204819
2000-08,6.401869158878505
2000-09,6.116504854368932
2000-10,5.2756410256410255
2000-11,7.575539568345324
2000-12,5.295031055900621
2001-01,6.4189723320158105
2001-02,6.5390625
2001-03,6.674157303370786
2001-04,6.702127659574468
2001-05,4.888111888111888
2001-06,6.619047619047619
2001-07,6.117977528089888
2001-08,6.352941176470588
2001-09,5.548936170212766
2001-10,6.648648648648648
2001-11,6.323308270676692
2001-12,6.327503974562798
2002-01,6.106194690265487
2002-02,6.346534653465347
2002-03,6.25531914893617
2002-04,6.030674846625767
2002-05,5.408163265306122
2002-06,6.058365758754864
2002-07,6.626315789473685
2002-08,7.0095238095238095
2002-09,5.240909090909091
2002-10,6.323353293413174
2002-11,5.531746031746032
2002-12,5.922950819672131
2003-01,6.152610441767068
2003-02,6.184615384615385
2003-03,6.447115384615385
2003-04,5.293333333333333
2003-05,6.971223021582734
2003-06,7.294372294372295
2003-07,6.8654970760233915
2003-08,6.803921568627451
2003-09,6.1923076923076925
2003-10,6.2988505747126435
2003-11,6.450331125827814
2003-12,6.235576923076923
2004-01,6.686567164179104
2004-02,7.535211267605634
2004-03,6.363265306122449
2004-04,6.645502645502646
2004-05,6.773333333333333
2004-06,7.724832214765101
2004-07,6.251012145748988
2004-08,6.446808510638298
2004-09,5.748
2004-10,6.4
2004-11,4.577464788732394
2004-12,5.118195956454121
2005-01,5.73943661971831
2005-02,6.109756097560975
2005-03,6.735576923076923
2005-04,6.712765957446808
2005-05,5.657894736842105
2005-06,6.057401812688822
2005-07,5.926267281105991
2005-08,6.055944055944056
2005-09,5.9689922480620154
2005-10,6.013574660633484
2005-11,4.8807339449541285
2005-12,6.945841392649903
2006-01,6.283737024221454
2006-02,7.154362416107382
2006-03,6.810924369747899
2006-04,5.849740932642487
2006-05,6.03030303030303
2006-06,6.366782006920415
2006-07,5.67479674796748
2006-08,5.878048780487805
2006-09,7.197761194029851
2006-10,5.639810426540285
2006-11,5.209677419354839
2006-12,7.219123505976095
2007-01,6.662835249042145
2007-02,6.026041666666667
2007-03,6.124513618677042
2007-04,5.695187165775401
2007-05,6.143790849673203
2007-06,6.645283018867924
2007-07,6.207692307692308
2007-08,6.292207792207792
2007-09,5.9282868525896415
2007-10,5.863414634146341
2007-11,5.503311258278146
2007-12,6.602739726027397
2008-01,9.528856243441762
2008-02,5.319587628865979
2008-03,7.084942084942085
2008-04,5.912280701754386
2008-05,5.0880829015544045
2008-06,5.966887417218543
2008-07,5.570342205323194
2008-08,5.328571428571428
2008-09,5.286585365853658
2008-10,5.7380073800738005
2008-11,5.623762376237623
2008-12,6.648351648351649
2009-01,5.372990353697749
2009-02,5.287234042553192
2009-03,6.75
2009-04,6.197247706422019
2009-05,5.6946107784431135
2009-06,6.336666666666667
2009-07,5.964912280701754
2009-08,4.5
2009-09,5.373333333333333
2009-10,5.349442379182156
2009-11,4.822393822393822
2009-12,8.02158273381295
2010-01,5.4504792332268375
2010-02,5.975728155339806
2010-03,5.183098591549296
2010-04,5.458498023715415
2010-05,5.738589211618257
2010-06,6.279883381924198
2010-07,6.38768115942029
2010-08,5.126436781609195
2010-09,5.0175953079178885
2010-10,5.17737003058104
2010-11,4.455479452054795
2010-12,5.600828729281768
2011-01,5.878048780487805
2011-02,4.875647668393782
2011-03,5.22356495468278
2011-04,4.8687258687258685
2011-05,4.62781954887218
2011-06,5.481389578163772
2011-07,5.103678929765886
2011-08,4.5377777777777775
2011-09,4.741116751269035
2011-10,4.180952380952381
2011-11,4.0030674846625764
2011-12,6.057739557739557
2012-01,5.042505592841163
2012-02,5.008032128514056
2012-03,4.9798850574712645
2012-04,5.038314176245211
2012-05,5.2007722007722
2012-06,5.12378640776699
2012-07,5.211309523809524
2012-08,4.743243243243243
2012-09,4.5732323232323235
2012-10,4.661807580174927
2012-11,4.425992779783393
2012-12,5.625661375661376
2013-01,5.182065217391305
2013-02,4.519417475728155
2013-03,5.1155015197568385
2013-04,5.188811188811189
2013-05,4.404255319148936
2013-06,5.084656084656085
2013-07,5.1398809523809526
2013-08,5.265700483091788
2013-09,5.013020833333333
2013-10,4.3861671469740635
2013-11,4.284789644012945
2013-12,5.742268041237113
2014-01,5.487745098039215
2014-02,4.881481481481481
2014-03,4.806878306878307
2014-04,5.235294117647059
2014-05,4.395918367346939
2014-06,5.959715639810427
2014-07,4.70873786407767
2014-08,4.2105263157894735
2014-09,6.151385927505331
2014-10,4.385869565217392
2014-11,4.369565217391305
2014-12,5.69632265717675
2015-01,5.44212962962963
2015-02,4.805243445692884
2015-03,5.341614906832298
2015-04,5.8361204013377925
2015-05,5.087962962962963
2015-06,7.142487046632124
2015-07,4.69620253164557
2015-08,4.513833992094861
2015-09,4.7
2015-10,4.630890052356021
